restaurant_name_he,address_he,city_he,city_en,phone,business_type_he,diet_type,certifier_ids,corroboration_count,source_documents,source_date,record_state,needs_review,notes,dedupe_hash_sha256
לנדוור,"פקריס 2, פארק המדע, רחובות",רחובות,Rehovot,089331807,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,0017ed922633c78ede5406bf25d374f15000718a1aa22deb8154d2549f55e916
מאמא גרג,"ביל""ו 2, רחובות- קניון עופר רחובות",רחובות,Rehovot,088661333,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,96545fb64868881167561bc076428de595d4e4ad38d2b4c9aa40fd284b111540
בליקר בייקרי,"ביאליק 76, קניון ביאליק, רמת גן",רמת גן,Ramat Gan,036577779,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,7f7e292fcacb4a0598f5221c04c8c18767b4e3fdea57ab0c01d961ea890c112b
מאמא גרג,"אבא הלל, 301 רמת גן, קניון איילון",רמת גן,Ramat Gan,0584943499,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,0c612a03d4d7b320cfa8b85dff03d70cce77f67e8c8d71e900970fd857073e2e
קפה לוגאנו,החוגה 2 רמת גן,רמת גן,Ramat Gan,0774070604,חלבי,dairy,rabbanut_ramat_gan,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,6cd67372591810ca9f290c762f091a6f91b24dfe60e60125bd6db5dd4cdb4283
מילה האוס,הרצל 27 שדרות,שדרות,Sderot,0546172132,חלבי,dairy,rabbanut_sderot,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,abd86899b238eaa090a69febe288eaf8f6cf76dbd7e0c54f8c2aa80f343272de
פיאנו פיאנו,"האנגר 13, תל אביב-יפו",תל אביב,Tel Aviv,035044455,חלבי,dairy,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,be5cfe49927050e20e403bd0adba2e20bae6a912162a7bb239010fa5e0409ed3
קפה קפה,"יורדי הסירה 1, תל אביב-יפו",תל אביב,Tel Aviv,035440054,חלבי,dairy,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,658a831fba5f6e8636d6164c7bd8d71cfc83a45579f90dc812605afc1c2a1eb3
פאוזה,"דרך הפרחים 109, אבן שמואל",אבן שמואל,Even Shmuel,05269999434,עגלת קפה,,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,coffee cart (עגלת קפה) — diet_type indeterminable,7e21db82150387e30356c4f6bcc25d06be5356a85b2213ce8a996f86cd91f1b3
יוענה,"כפר נוער יוענה, דרך יוסף סיטון 1, באר יעקב",באר יעקב,Be'er Ya'akov,0507843843,עגלת קפה,,rabbanut_beer_yaakov,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,coffee cart (עגלת קפה) — diet_type indeterminable,0b03ad3aca9d5b359c7c719a51c1567db0a0698698ee9f3cd9f5f4837e6d8e2a
משק לוי,"התמר 118, בית גמליאל",בית גמליאל,Beit Gamliel,0528477506,עגלת קפה,,rabbanut_chevel_yavne,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,coffee cart (עגלת קפה) — diet_type indeterminable,80a287ec73e5cb21d3925eec8ccba4987a7c8dd667e65116cf9186f5c332f3aa
לוצ'ה,"הורביץ 22, גדרה",גדרה,Gedera,0502245088,עגלת קפה,,rabbanut_gedera,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,coffee cart (עגלת קפה) — diet_type indeterminable,a6e194fe288d68a4cb4306913f2b1e43b14d35d154a3598279af52c03465255d
קפה הפרדס,"פרי מגדים 3, מעלה אדומים",מעלה אדומים,Ma'ale Adumim,0505970083,עגלת קפה,,rabbanut_maale_adumim,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,coffee cart (עגלת קפה) — diet_type indeterminable,48f1077056e165ce353b9a316ef788e138c7cd1042a21df3bf690988feda5d4b
קפה לאגו,"פארק יצחק אוחיון, בזל 2, פתח תקווה",פתח תקוה,Petah Tikva,0533670863,עגלת קפה,,rabbanut_petah_tikva,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,coffee cart (עגלת קפה) — diet_type indeterminable,54505fb057fcab452260c1a2c4faaf764753f45d9069585dc21c05219a957ac4
קברנה,שבתי חזקיה 31,ירושלים,Jerusalem,0527687045,קייטרינג בשרי,meat,landa_bnei_brak,1,rabbanut_bb_kitchens_pdf,Tamuz 5786 (Jun-Jul 2026),LIST_VERIFIED,FALSE,,ea514ef219d7aa9fe2cdaf4b5b0430606faa0fdbd74eff5b1df9f0cdb68bf3a5
"שביט - לכבוד שבת ויו""ט","רש""י 24",בני ברק,Bnei Brak,0548519047,קייטרינג חלבי,dairy,landa_bnei_brak,1,rabbanut_bb_kitchens_pdf,Tamuz 5786 (Jun-Jul 2026),LIST_VERIFIED,FALSE,,24ebe93ea2b8b4270fe62cae3608ab561afe92ea00bc96d228b8d46d9c473210
